"Police","Transportation%20%26%20Storm%20Water","Other","City%20Attorney","City%20Comptroller","City%20Treasurer","Citywide%20Program%20Expenditures","Public%20Works%20-%20General%20Services","Economic%20Development","Environmental%20Services","Fire-Rescue","Library","Park%20%26%20Recreation","Planning"
435.4,129.4,85.4,46.5,11.1,16.3,87.2,24.4,13.7,36.8,229.1,46.7,103.3,10.3
